case_id,order_true,damping_true,morphology_real,morphology_imag,frequency_1,frequency_2,frequency_3,frequency_ratio,gain_real,gain_imag,raw_order_abs_error,raw_damping_abs_error,raw_morphology_abs_error,gained_order_abs_error,gained_damping_abs_error,gained_morphology_abs_error,common_gain_order_difference,common_gain_damping_difference,positive_consistent,positive_order_spread,positive_damping_spread,geometric_cross_ratio_abs_error,tamper_consistency_outcome,tamper_detected,tampered_cross_ratio_deviation
646,0.52500000000000002,10,-1.2,0.29999999999999999,1,6,36,6,1.1339903035639434,2.2280184001535885,9.8809849191638932e-15,1.5099033134902129e-13,1.599491957855648e-14,9.8809849191638932e-15,1.4033219031261979e-13,3.7474919966821894e-14,0,1.0658141036401503e-14,true,0,1.2434497875801753e-13,2.1628759598511716e-15,INCONSISTENT,true,0.15896370051837883
647,0.52500000000000002,10,2,-1.5,2.5,15,90,6,-7.2325771361364897,3.4190390418706382,9.8809849191638932e-15,2.4868995751603507e-13,5.400387732933702e-14,9.8809849191638932e-15,2.4336088699783431e-13,4.2133746345528839e-13,0,5.3290705182007514e-15,true,0,1.2256862191861728e-13,1.0791334229278133e-15,INCONSISTENT,true,0.15274718239126459
648,0.52500000000000002,100,0.40000000000000002,0.69999999999999996,0.34999999999999998,0.4375,0.546875,1.25,-0.1474787431082491,-0.1350926361102302,1.8041124150158794e-13,3.1093350116861984e-11,2.4813407604919985e-13,2.3725466036239595e-13,5.0278003982384689e-11,8.032806714207882e-14,5.6843418860808015e-14,1.9184653865522705e-11,true,5.6843418860808015e-14,3.836930773104541e-13,1.3141485172837972e-13,INCONSISTENT,true,0.10078031768626212
649,0.52500000000000002,100,-1.2,0.29999999999999999,1,1.25,1.5625,1.25,0.71650236684420454,-0.22164015499600465,9.8809849191638932e-15,1.638511548662791e-11,2.0108122842341547e-13,6.6724403779971908e-14,2.2751578399038408e-11,2.0889751213731818e-13,5.6843418860808015e-14,6.3664629124104977e-12,true,0,9.8339114629197866e-12,1.612913068202794e-13,INCONSISTENT,true,0.1005044139844338
650,0.52500000000000002,100,2,-1.5,2.5,3.125,3.90625,1.25,1.1339903035639434,2.2280184001535885,9.8809849191638932e-15,1.5077716852829326e-11,3.7220941791218454e-13,9.8809849191638932e-15,1.8687273950490635e-11,1.153861108122012e-12,0,3.6095570976613089e-12,true,0,1.1098677532572765e-11,1.9744777135293007e-13,INCONSISTENT,true,0.10010331773488108
651,0.52500000000000002,100,0.40000000000000002,0.69999999999999996,0.34999999999999998,0.61249999999999993,1.0718749999999999,1.75,-7.2325771361364897,3.4190390418706382,6.6724403779971908e-14,1.1894485396624077e-11,9.4921357934509168e-14,6.6724403779971908e-14,8.2422957348171622e-12,5.2429409844649637e-13,0,3.652189661806915e-12,true,5.6843418860808015e-14,7.4038553066202439e-12,1.6240915352684118e-13,INCONSISTENT,true,0.11108587903742104
652,0.52500000000000002,100,-1.2,0.29999999999999999,1,1.75,3.0625,1.75,-0.1474787431082491,-0.1350926361102302,9.8809849191638932e-15,1.5489831639570184e-12,1.8781564515187335e-14,4.6962433941644122e-14,6.7217342802905478e-12,1.6356608214865589e-14,5.6843418860808015e-14,8.2707174442475662e-12,true,0,1.5631940186722204e-13,3.7335260417973498e-14,INCONSISTENT,true,0.11078176206333401
653,0.52500000000000002,100,2,-1.5,2.5,4.375,7.65625,1.75,0.71650236684420454,-0.22164015499600465,9.8809849191638932e-15,3.5811353882309049e-12,8.7974789826005972e-14,9.8809849191638932e-15,3.922195901395753e-12,7.2532833837732273e-14,0,3.4106051316484809e-13,true,0,8.8107299234252423e-13,1.0645915229477996e-14,INCONSISTENT,true,0.11033965064230294
654,0.52500000000000002,100,0.40000000000000002,0.69999999999999996,0.34999999999999998,1.0499999999999998,3.1499999999999999,3,1.1339903035639434,2.2280184001535885,6.6724403779971908e-14,1.1866063687193673e-11,9.4673532016419348e-14,9.8809849191638932e-15,8.4554585555451922e-12,1.6918370989150327e-13,5.6843418860808015e-14,3.4106051316484809e-12,true,5.6843418860808015e-14,7.9438677857979201e-12,1.7573379165422141e-13,INCONSISTENT,true,0.13190188078315518
655,0.52500000000000002,100,-1.2,0.29999999999999999,1,3,9,3,-7.2325771361364897,3.4190390418706382,9.8809849191638932e-15,1.4637180356658064e-12,1.7852510514236724e-14,9.8809849191638932e-15,2.4584778657299466e-12,2.3903882937270577e-13,0,9.9475983006414026e-13,true,0,4.2632564145606011e-13,2.3344912617274126e-14,INCONSISTENT,true,0.13154077637268871
656,0.52500000000000002,100,2,-1.5,2.5,7.5,22.5,3,-0.1474787431082491,-0.1350926361102302,9.8809849191638932e-15,2.9416469260468148e-12,7.2164496600635175e-14,9.8809849191638932e-15,3.851141627819743e-12,1.88999892451699e-14,0,9.0949470177292824e-13,true,0,7.531752999057062e-13,3.0644372223010168e-14,INCONSISTENT,true,0.13101581920931066
657,0.52500000000000002,100,0.40000000000000002,0.69999999999999996,0.34999999999999998,2.0999999999999996,12.6,6,0.71650236684420454,-0.22164015499600465,9.8809849191638932e-15,9.2370555648813024e-13,7.2846621964006091e-15,9.8809849191638932e-15,3.3537617127876729e-12,2.0109599312635326e-14,0,2.4300561562995426e-12,true,0,8.5265128291212022e-13,4.607025240494071e-14,INCONSISTENT,true,0.16897419496935268
658,0.52500000000000002,100,-1.2,0.29999999999999999,1,6,36,6,1.1339903035639434,2.2280184001535885,9.8809849191638932e-15,6.8212102632969618e-13,8.2263330843031723e-15,9.8809849191638932e-15,3.1263880373444408e-12,9.533448329055748e-14,0,2.4442670110147446e-12,true,0,2.0463630789890885e-12,2.4946017420558641e-14,INCONSISTENT,true,0.16851159863129139
659,0.52500000000000002,100,2,-1.5,2.5,15,90,6,-7.2325771361364897,3.4190390418706382,9.8809849191638932e-15,2.2453150450019166e-12,5.4889498196516146e-14,9.8809849191638932e-15,2.7284841053187847e-12,5.3562387363781459e-13,0,4.8316906031686813e-13,true,0,1.7479351299698465e-12,1.274817597524981e-14,INCONSISTENT,true,0.1678390971206869
660,0.57250000000000001,0.01,0.40000000000000002,0.69999999999999996,0.34999999999999998,0.4375,0.546875,1.25,-0.1474787431082491,-0.1350926361102302,5.084821452783217e-14,1.0824674490095276e-15,7.8231343718972275e-14,5.084821452783217e-14,4.2153780466236412e-16,1.5456368648484065e-14,0,6.609296443471635e-16,true,5.6843418860808015e-14,1.0581813203458523e-15,3.2736107545375944e-15,INCONSISTENT,true,0.0019251069760695247
661,0.57250000000000001,0.01,-1.2,0.29999999999999999,1,1.25,1.5625,1.25,0.71650236684420454,-0.22164015499600465,5.084821452783217e-14,7.0776717819853729e-16,9.8722879831225021e-14,5.084821452783217e-14,5.0653925498522767e-16,7.4002361051807258e-14,0,2.0122792321330962e-16,true,5.6843418860808015e-14,5.2562121322097255e-16,1.4908977972842606e-15,INCONSISTENT,true,0.0010611662450583129
662,0.57250000000000001,0.01,2,-1.5,2.5,3.125,3.90625,1.25,1.1339903035639434,2.2280184001535885,5.084821452783217e-14,2.733924198139448e-15,2.2884774896481971e-13,5.084821452783217e-14,7.8409501114151681e-16,5.7521605262601934e-13,0,1.9498291869979312e-15,true,0,1.0980799602933189e-15,1.7528117285821628e-15,INCONSISTENT,true,0.00062968635141998563
663,0.57250000000000001,0.01,0.40000000000000002,0.69999999999999996,0.34999999999999998,0.61249999999999993,1.0718749999999999,1.75,-7.2325771361364897,3.4190390418706382,5.9952043329758453e-15,5.2041704279304213e-18,9.0728047795081525e-15,5.9952043329758453e-15,9.7144514654701197e-17,7.1784654684200816e-14,0,9.1940344226770776e-17,true,0,1.1449174941446927e-16,1.4163420846257656e-15,INCONSISTENT,true,0.0021426299528088393
664,0.57250000000000001,0.01,-1.2,0.29999999999999999,1,1.75,3.0625,1.75,-0.1474787431082491,-0.1350926361102302,5.9952043329758453e-15,2.2551405187698492e-16,1.1849778104645678e-14,5.9952043329758453e-15,7.5460471204991109e-16,2.4802056854972393e-15,0,5.2909066017292616e-16,true,0,4.2500725161431774e-16,9.3925294466271275e-16,INCONSISTENT,true,0.0011810702521142238
665,0.57250000000000001,0.01,2,-1.5,2.5,4.375,7.65625,1.75,0.71650236684420454,-0.22164015499600465,5.9952043329758453e-15,6.1756155744774333e-16,2.7713799790822758e-14,5.9952043329758453e-15,5.2215176626901894e-16,2.0601144798503415e-14,0,9.540979117872439e-17,true,0,2.688821387764051e-16,5.2063043393607923e-16,INCONSISTENT,true,0.00070083629335875703
666,0.57250000000000001,0.01,0.40000000000000002,0.69999999999999996,0.34999999999999998,1.0499999999999998,3.1499999999999999,3,1.1339903035639434,2.2280184001535885,5.9952043329758453e-15,1.0234868508263162e-16,8.9620858286854899e-15,5.9952043329758453e-15,0,2.2597334460304743e-14,0,1.0234868508263162e-16,true,0,1.9081958235744878e-17,1.3606437320666948e-15,INCONSISTENT,true,0.0025914040039980808
667,0.57250000000000001,0.01,-1.2,0.29999999999999999,1,3,9,3,-7.2325771361364897,3.4190390418706382,5.9952043329758453e-15,3.5735303605122226e-16,1.1256588421947612e-14,5.9952043329758453e-15,7.9797279894933126e-17,9.2242364040140648e-14,0,2.7755575615628914e-16,true,0,3.6082248300317588e-16,9.649293111658323e-16,INCONSISTENT,true,0.0014284455308395539
668,0.57250000000000001,0.01,2,-1.5,2.5,7.5,22.5,3,-0.1474787431082491,-0.1350926361102302,5.9952043329758453e-15,3.0184188481996443e-16,2.7437562257127124e-14,5.9952043329758453e-15,5.0306980803327406e-17,5.4672143489065709e-15,0,2.5153490401663703e-16,true,0,2.2551405187698492e-17,8.8848764206824006e-16,INCONSISTENT,true,0.00084762652289840088
669,0.57250000000000001,0.01,0.40000000000000002,0.69999999999999996,0.34999999999999998,2.0999999999999996,12.6,6,0.71650236684420454,-0.22164015499600465,5.9952043329758453e-15,1.0928757898653885e-16,8.9620858286854899e-15,5.9952043329758453e-15,1.231653667943533e-16,6.7500281667808962e-15,0,1.3877787807814457e-17,true,0,8.6736173798840355e-17,1.6088278883503127e-15,INCONSISTENT,true,0.0034147218724164428
670,0.57250000000000001,0.01,-1.2,0.29999999999999999,1,6,36,6,1.1339903035639434,2.2280184001535885,5.9952043329758453e-15,1.7347234759768071e-17,1.1686382854261949e-14,5.9952043329758453e-15,1.7347234759768071e-17,2.9286328195961082e-14,0,0,true,0,7.9797279894933126e-17,5.2472103543018309e-16,INCONSISTENT,true,0.0018822785602660506
671,0.57250000000000001,0.01,2,-1.5,2.5,15,90,6,-7.2325771361364897,3.4190390418706382,5.9952043329758453e-15,2.3592239273284576e-16,2.7437562257127124e-14,5.9952043329758453e-15,6.591949208711867e-17,2.2038282195454177e-13,0,3.0184188481996443e-16,true,0,2.3418766925686896e-16,5.224980020093778e-16,INCONSISTENT,true,0.0011169268948106165
672,0.57250000000000001,0.10000000000000001,0.40000000000000002,0.69999999999999996,0.34999999999999998,0.4375,0.546875,1.25,-0.1474787431082491,-0.1350926361102302,5.9952043329758453e-15,7.4940054162198066e-16,9.2121754797376254e-15,5.9952043329758453e-15,1.8041124150158794e-16,1.7141315210350041e-15,0,5.6898930012039273e-16,true,0,1.9428902930940239e-16,5.4087828067932139e-15,INCONSISTENT,true,0.017254117822531331
673,0.57250000000000001,0.10000000000000001,-1.2,0.29999999999999999,1,1.25,1.5625,1.25,0.71650236684420454,-0.22164015499600465,5.9952043329758453e-15,1.5265566588595902e-16,1.1062190014748863e-14,5.9952043329758453e-15,1.0963452368173421e-15,7.6161623168780039e-15,0,9.4368957093138306e-16,true,0,4.9960036108132044e-16,1.8666163704485485e-15,INCONSISTENT,true,0.0099966248794488375
674,0.57250000000000001,0.10000000000000001,2,-1.5,2.5,3.125,3.90625,1.25,1.1339903035639434,2.2280184001535885,5.084821452783217e-14,8.7430063189231078e-15,2.1854480095769619e-13,5.084821452783217e-14,9.2703622556200571e-15,5.4537626566266268e-13,0,5.2735593669694936e-16,true,5.6843418860808015e-14,8.7013729554996644e-15,2.6649509416655049e-15,INCONSISTENT,true,0.0060793238642658856
675,0.57250000000000001,0.10000000000000001,0.40000000000000002,0.69999999999999996,0.34999999999999998,0.61249999999999993,1.0718749999999999,1.75,-7.2325771361364897,3.4190390418706382,5.9952043329758453e-15,1.5265566588595902e-16,8.4054955132851551e-15,5.9952043329758453e-15,4.163336342344337e-17,6.6674046046019342e-14,0,1.1102230246251565e-16,true,0,1.3877787807814457e-16,5.1820714111245018e-16,INCONSISTENT,true,0.01920370665915435
676,0.57250000000000001,0.10000000000000001,-1.2,0.29999999999999999,1,1.75,3.0625,1.75,-0.1474787431082491,-0.1350926361102302,5.9952043329758453e-15,7.2164496600635175e-16,1.0561133292751522e-14,5.9952043329758453e-15,3.7470027081099033e-16,2.1683571599790839e-15,0,3.4694469519536142e-16,true,0,4.9960036108132044e-16,3.1783539520196426e-15,INCONSISTENT,true,0.011126170212885341
677,0.57250000000000001,0.10000000000000001,2,-1.5,2.5,4.375,7.65625,1.75,0.71650236684420454,-0.22164015499600465,5.9952043329758453e-15,4.0245584642661925e-16,2.6131546473217737e-14,5.9952043329758453e-15,5.9674487573602164e-16,1.9665682260847222e-14,0,1.9428902930940239e-16,true,0,4.3021142204224816e-16,9.0557089877043374e-16,INCONSISTENT,true,0.0067662428978453471
678,0.57250000000000001,0.10000000000000001,0.40000000000000002,0.69999999999999996,0.34999999999999998,1.0499999999999998,3.1499999999999999,3,1.1339903035639434,2.2280184001535885,5.9952043329758453e-15,1.3877787807814457e-17,8.165235602407292e-15,5.9952043329758453e-15,6.9388939039072284e-17,2.0313137552755493e-14,0,5.5511151231257827e-17,true,0,4.8572257327350599e-16,5.2309612421653418e-16,INCONSISTENT,true,0.02322592487931921
679,0.57250000000000001,0.10000000000000001,-1.2,0.29999999999999999,1,3,9,3,-7.2325771361364897,3.4190390418706382,5.9952043329758453e-15,1.0408340855860843e-15,1.028620284229162e-14,5.9952043329758453e-15,9.1593399531575415e-16,8.2810433213975258e-14,0,1.2490009027033011e-16,true,0,3.1918911957973251e-16,8.9958116700678079e-16,INCONSISTENT,true,0.013456547641845843
680,0.57250000000000001,0.10000000000000001,2,-1.5,2.5,7.5,22.5,3,-0.1474787431082491,-0.1350926361102302,5.9952043329758453e-15,6.8001160258290838e-16,2.6039878107319088e-14,5.9952043329758453e-15,6.9388939039072284e-16,5.1178752665209036e-15,0,1.3877787807814457e-17,true,0,3.6082248300317588e-16,4.4962171910170928e-16,INCONSISTENT,true,0.0081834331282962091
681,0.57250000000000001,0.10000000000000001,0.40000000000000002,0.69999999999999996,0.34999999999999998,2.0999999999999996,12.6,6,0.71650236684420454,-0.22164015499600465,5.9952043329758453e-15,4.163336342344337e-16,7.7078587768885243e-15,5.9952043329758453e-15,4.3021142204224816e-16,5.7997863785392743e-15,0,1.3877787807814457e-17,true,0,6.9388939039072284e-16,3.60752577279542e-16,INCONSISTENT,true,0.030605059485196907
682,0.57250000000000001,0.10000000000000001,-1.2,0.29999999999999999,1,6,36,6,1.1339903035639434,2.2280184001535885,5.9952043329758453e-15,9.5756735873919752e-16,1.0394083228469281e-14,5.9952043329758453e-15,9.4368957093138306e-16,2.581835519377164e-14,0,1.3877787807814457e-17,true,0,9.0205620750793969e-16,5.2472103543018309e-16,INCONSISTENT,true,0.017731842464141181
683,0.57250000000000001,0.10000000000000001,2,-1.5,2.5,15,90,6,-7.2325771361364897,3.4190390418706382,5.9952043329758453e-15,9.5756735873919752e-16,2.5979218776228663e-14,5.9952043329758453e-15,1.1379786002407855e-15,2.0633285083322909e-13,0,1.8041124150158794e-16,true,0,9.5756735873919752e-16,2.7529790373073832e-16,INCONSISTENT,true,0.010783400832731767
684,0.57250000000000001,1,0.40000000000000002,0.69999999999999996,0.34999999999999998,0.4375,0.546875,1.25,-0.1474787431082491,-0.1350926361102302,5.9952043329758453e-15,2.6645352591003757e-15,5.0463269906602157e-15,5.9952043329758453e-15,5.773159728050814e-15,1.3701811959695979e-15,0,3.1086244689504383e-15,true,0,2.4424906541753444e-15,2.5534682068888422e-15,INCONSISTENT,true,0.073370103521239696
685,0.57250000000000001,1,-1.2,0.29999999999999999,1,1.25,1.5625,1.25,0.71650236684420454,-0.22164015499600465,5.9952043329758453e-15,4.6629367034256575e-15,4.4161903252512684e-15,5.9952043329758453e-15,9.5479180117763462e-15,3.2042967589655661e-15,0,4.8849813083506888e-15,true,0,1.1102230246251565e-16,2.2204460492503131e-15,INCONSISTENT,true,0.057850658008476795
686,0.57250000000000001,1,2,-1.5,2.5,3.125,3.90625,1.25,1.1339903035639434,2.2280184001535885,5.9952043329758453e-15,4.9960036108132044e-15,1.7576622315085988e-14,5.9952043329758453e-15,6.3282712403633923e-15,4.3665510507941913e-14,0,1.3322676295501878e-15,true,0,1.9984014443252818e-15,1.784420038650111e-15,INCONSISTENT,true,0.043017198463013238
687,0.57250000000000001,1,0.40000000000000002,0.69999999999999996,0.34999999999999998,0.61249999999999993,1.0718749999999999,1.75,-7.2325771361364897,3.4190390418706382,5.9952043329758453e-15,2.2204460492503131e-16,3.6248399209603009e-15,5.9952043329758453e-15,1.7763568394002505e-15,3.6515368614458968e-14,0,1.5543122344752192e-15,true,0,3.3306690738754696e-16,3.6669160282944519e-15,INCONSISTENT,true,0.081660387396563172
688,0.57250000000000001,1,-1.2,0.29999999999999999,1,1.75,3.0625,1.75,-0.1474787431082491,-0.1350926361102302,5.9952043329758453e-15,5.1070259132757201e-15,4.3713049008542517e-15,5.9952043329758453e-15,3.6637359812630166e-15,9.5504995767854724e-16,0,1.4432899320127035e-15,true,0,1.2212453270876722e-15,1.7840523690727637e-15,INCONSISTENT,true,0.06438735830256398
689,0.57250000000000001,1,2,-1.5,2.5,4.375,7.65625,1.75,0.71650236684420454,-0.22164015499600465,5.9952043329758453e-15,8.7707618945387367e-15,1.7774667156968517e-14,5.9952043329758453e-15,9.1038288019262836e-15,1.3610084544454853e-14,0,3.3306690738754696e-16,true,0,2.7755575615628914e-15,4.8912602127683197e-16,INCONSISTENT,true,0.047877826561706874
690,0.57250000000000001,1,0.40000000000000002,0.69999999999999996,0.34999999999999998,1.0499999999999998,3.1499999999999999,3,1.1339903035639434,2.2280184001535885,5.9952043329758453e-15,1.5543122344752192e-15,2.6202204231231423e-15,5.9952043329758453e-15,3.3306690738754696e-16,8.4054955132851551e-15,0,1.2212453270876722e-15,true,0,2.3314683517128287e-15,3.0016839221704829e-15,INCONSISTENT,true,0.098764163447816161
691,0.57250000000000001,1,-1.2,0.29999999999999999,1,3,9,3,-7.2325771361364897,3.4190390418706382,5.9952043329758453e-15,5.6621374255882984e-15,4.1336243741544242e-15,5.9952043329758453e-15,5.440092820663267e-15,3.3291884474080493e-14,0,2.2204460492503131e-16,true,0,4.8849813083506888e-15,6.1699559448644501e-16,INCONSISTENT,true,0.07787329673670923
692,0.57250000000000001,1,2,-1.5,2.5,7.5,22.5,3,-0.1474787431082491,-0.1350926361102302,5.9952043329758453e-15,1.0547118733938987e-14,1.7901808365247238e-14,5.9952043329758453e-15,1.0436096431476471e-14,3.5761634753893733e-15,0,1.1102230246251565e-16,true,0,5.1070259132757201e-15,9.3165032546797616e-16,INCONSISTENT,true,0.057905841973335356
693,0.57250000000000001,1,0.40000000000000002,0.69999999999999996,0.34999999999999998,2.0999999999999996,12.6,6,0.71650236684420454,-0.22164015499600465,5.9952043329758453e-15,2.6645352591003757e-15,1.9100999153570945e-15,5.9952043329758453e-15,2.886579864025407e-15,1.527313441518086e-15,0,2.2204460492503131e-16,true,0,8.1046280797636427e-15,4.7932330613971918e-16,INCONSISTENT,true,0.13014263643027077
694,0.57250000000000001,1,-1.2,0.29999999999999999,1,6,36,6,1.1339903035639434,2.2280184001535885,5.9952043329758453e-15,8.659739592076221e-15,4.2308820918471275e-15,5.9952043329758453e-15,8.3266726846886741e-15,1.0019109251294436e-14,0,3.3306690738754696e-16,true,0,8.2156503822261584e-15,9.3111645025672401e-16,INCONSISTENT,true,0.10261450905912366
695,0.57250000000000001,1,2,-1.5,2.5,15,90,6,-7.2325771361364897,3.4190390418706382,5.9952043329758453e-15,1.4210854715202004e-14,1.9128082721559434e-14,5.9952043329758453e-15,1.4210854715202004e-14,1.5736556655348083e-13,0,0,true,0,7.8825834748386114e-15,1.3947982442969983e-15,INCONSISTENT,true,0.076303171879814585
696,0.57250000000000001,10,0.40000000000000002,0.69999999999999996,0.34999999999999998,0.4375,0.546875,1.25,-0.1474787431082491,-0.1350926361102302,2.2426505097428162e-14,1.5987211554602254e-14,2.9878203557482693e-15,3.4416913763379853e-14,6.0396132539608516e-13,8.8392058081107533e-15,5.6843418860808015e-14,5.879741138414829e-13,true,0,1.4210854715202004e-14,2.6645352591003757e-15,INCONSISTENT,true,0.098449185142095649
697,0.57250000000000001,10,-1.2,0.29999999999999999,1,1.25,1.5625,1.25,0.71650236684420454,-0.22164015499600465,2.2426505097428162e-14,3.0553337637684308e-13,3.2460736031913836e-14,2.2426505097428162e-14,2.2915003228263231e-13,1.781977125954922e-14,0,7.638334409421077e-14,true,0,1.5987211554602254e-13,3.0690271278046826e-14,INCONSISTENT,true,0.095799440496689037
698,0.57250000000000001,10,2,-1.5,2.5,3.125,3.90625,1.25,1.1339903035639434,2.2280184001535885,5.9952043329758453e-15,2.3625545964023331e-13,5.1259611429189174e-14,5.9952043329758453e-15,1.2967404927621828e-13,6.8717693344967399e-14,0,1.0658141036401503e-13,true,0,3.0198066269804258e-14,5.9809069235932513e-15,INCONSISTENT,true,0.091868184834183797
699,0.57250000000000001,10,0.40000000000000002,0.69999999999999996,0.34999999999999998,0.61249999999999993,1.0718749999999999,1.75,-7.2325771361364897,3.4190390418706382,2.2426505097428162e-14,2.4868995751603507e-14,2.2204460492503131e-16,2.2426505097428162e-14,2.8421709430404007e-14,3.0847422370805078e-14,0,5.3290705182007514e-14,true,0,0,1.4967851296466635e-14,INCONSISTENT,true,0.10957322140412806
700,0.57250000000000001,10,-1.2,0.29999999999999999,1,1.75,3.0625,1.75,-0.1474787431082491,-0.1350926361102302,2.2426505097428162e-14,1.7053025658242404e-13,1.688305753616065e-14,5.9952043329758453e-15,1.3677947663381929e-13,3.0225872819804114e-15,2.8421709430404007e-14,3.0730973321624333e-13,true,0,7.638334409421077e-14,9.3921350849969374e-15,INCONSISTENT,true,0.10662407503721609
701,0.57250000000000001,10,2,-1.5,2.5,4.375,7.65625,1.75,0.71650236684420454,-0.22164015499600465,5.9952043329758453e-15,1.0302869668521453e-13,2.1616016629428293e-14,5.9952043329758453e-15,1.2612133559741778e-13,2.0294925477530604e-14,0,2.3092638912203256e-14,true,0,4.7961634663806763e-14,4.7433119653994166e-15,INCONSISTENT,true,0.10224861630194527
702,0.57250000000000001,10,0.40000000000000002,0.69999999999999996,0.34999999999999998,1.0499999999999998,3.1499999999999999,3,1.1339903035639434,2.2280184001535885,2.2426505097428162e-14,3.1974423109204508e-14,7.2164496600635175e-16,2.2426505097428162e-14,2.1316282072803006e-14,8.7390844135246353e-15,0,5.3290705182007514e-14,true,0,1.4210854715202004e-13,5.0532955644548706e-15,INCONSISTENT,true,0.13252334324241222
703,0.57250000000000001,10,-1.2,0.29999999999999999,1,3,9,3,-7.2325771361364897,3.4190390418706382,2.2426505097428162e-14,2.5046631435543532e-13,2.616742912897156e-14,2.2426505097428162e-14,2.3980817331903381e-13,2.0074600704177254e-13,0,1.0658141036401503e-14,true,0,1.6520118606422329e-13,2.0595064712284655e-15,INCONSISTENT,true,0.12895649788321598
704,0.57250000000000001,10,2,-1.5,2.5,7.5,22.5,3,-0.1474787431082491,-0.1350926361102302,5.9952043329758453e-15,1.4210854715202004e-13,3.0286916669616731e-14,5.9952043329758453e-15,1.4388490399142029e-13,6.1359952588853557e-15,0,1.7763568394002505e-15,true,0,2.1316282072803006e-14,4.5371650870111974e-15,INCONSISTENT,true,0.12366459889196751
705,0.57250000000000001,10,0.40000000000000002,0.69999999999999996,0.34999999999999998,2.0999999999999996,12.6,6,0.71650236684420454,-0.22164015499600465,2.2426505097428162e-14,9.2370555648813024e-14,5.4264812243020872e-15,2.2426505097428162e-14,4.7961634663806763e-14,1.4528658640935888e-15,0,4.4408920985006262e-14,true,0,3.2507330161024584e-13,8.7880355774190206e-15,INCONSISTENT,true,0.17462748304687453
706,0.57250000000000001,10,-1.2,0.29999999999999999,1,6,36,6,1.1339903035639434,2.2280184001535885,2.2426505097428162e-14,3.4638958368304884e-13,3.7347909149002197e-14,2.2426505097428162e-14,3.1796787425264483e-13,8.5017280855644403e-14,0,2.8421709430404007e-14,true,0,2.9487523534044158e-13,3.0794343079558224e-15,INCONSISTENT,true,0.16992741125382366
707,0.57250000000000001,10,2,-1.5,2.5,15,90,6,-7.2325771361364897,3.4190390418706382,5.9952043329758453e-15,1.6697754290362354e-13,3.5930769198567989e-14,5.9952043329758453e-15,1.5631940186722204e-13,2.6938028314906499e-13,0,1.0658141036401503e-14,true,0,6.5725203057809267e-14,3.609978287408266e-15,INCONSISTENT,true,0.16295421710727107
708,0.57250000000000001,100,0.40000000000000002,0.69999999999999996,0.34999999999999998,0.4375,0.546875,1.25,-0.1474787431082491,-0.1350926361102302,7.9269923958236177e-14,1.4722445484949276e-11,1.176571520020878e-13,1.3611334281904419e-13,3.2031266528065316e-11,5.1232943347951298e-14,5.6843418860808015e-14,1.7308821043116041e-11,true,1.1368683772161603e-13,2.7114310796605423e-11,5.2921365441785049e-13,INCONSISTENT,true,0.10139682766009925
709,0.57250000000000001,100,-1.2,0.29999999999999999,1,1.25,1.5625,1.25,0.71650236684420454,-0.22164015499600465,9.1260332624187868e-14,2.1401547201094218e-11,2.6162320182441563e-13,3.4416913763379853e-14,4.1922021409845911e-12,3.8309290758950731e-14,5.6843418860808015e-14,1.7209345060109627e-11,true,1.1368683772161603e-13,2.5508484213787597e-11,3.3541780376042566e-13,INCONSISTENT,true,0.10112506671258434
710,0.57250000000000001,100,2,-1.5,2.5,3.125,3.90625,1.25,1.1339903035639434,2.2280184001535885,3.4416913763379853e-14,7.815970093361102e-12,1.9237945083273045e-13,2.2426505097428162e-14,1.0359713087382261e-11,6.3977042750934089e-13,5.6843418860808015e-14,1.8175683180743363e-11,true,5.6843418860808015e-14,9.4217966761789285e-12,5.1188746049903946e-14,INCONSISTENT,true,0.10071079312521891
711,0.57250000000000001,100,0.40000000000000002,0.69999999999999996,0.34999999999999998,0.61249999999999993,1.0718749999999999,1.75,-7.2325771361364897,3.4190390418706382,2.2426505097428162e-14,8.9528384705772623e-13,7.0645437366381331e-15,3.4416913763379853e-14,3.979039320256561e-13,2.2204460492503131e-14,5.6843418860808015e-14,1.2931877790833823e-12,true,5.6843418860808015e-14,1.5916157281026244e-12,4.3117672124178804e-14,INCONSISTENT,true,0.11285392591982128
712,0.57250000000000001,100,-1.2,0.29999999999999999,1,1.75,3.0625,1.75,-0.1474787431082491,-0.1350926361102302,2.2426505097428162e-14,2.7569058147491887e-12,3.3416237629212333e-14,2.2426505097428162e-14,1.0089706847793423e-12,2.3926610206402114e-15,0,1.7479351299698465e-12,true,0,1.6342482922482304e-12,4.832366861949679e-14,INCONSISTENT,true,0.11255145797710725
713,0.57250000000000001,100,2,-1.5,2.5,4.375,7.65625,1.75,0.71650236684420454,-0.22164015499600465,2.2426505097428162e-14,2.5295321393059567e-12,6.2133222664947161e-14,5.9952043329758453e-15,2.4300561562995426e-12,4.486180317870768e-14,2.8421709430404007e-14,4.9595882956054993e-12,true,0,2.8279600883251987e-12,3.9652729282476482e-14,INCONSISTENT,true,0.11209037451114529
