case_id,order_true,damping_true,morphology_real,morphology_imag,frequency_1,frequency_2,frequency_3,frequency_ratio,gain_real,gain_imag,raw_order_abs_error,raw_damping_abs_error,raw_morphology_abs_error,gained_order_abs_error,gained_damping_abs_error,gained_morphology_abs_error,common_gain_order_difference,common_gain_damping_difference,positive_consistent,positive_order_spread,positive_damping_spread,geometric_cross_ratio_abs_error,tamper_consistency_outcome,tamper_detected,tampered_cross_ratio_deviation
372,0.33499999999999996,0.10000000000000001,0.40000000000000002,0.69999999999999996,0.34999999999999998,0.4375,0.546875,1.25,-0.1474787431082491,-0.1350926361102302,3.3306690738754696e-15,2.6367796834847468e-16,4.2973662923633039e-15,3.3306690738754696e-15,1.1934897514720433e-15,6.8943419575385863e-16,0,9.298117831235686e-16,true,0,5.4123372450476381e-16,1.9126435230046955e-15,INCONSISTENT,true,0.013049681588054349
373,0.33499999999999996,0.10000000000000001,-1.2,0.29999999999999999,1,1.25,1.5625,1.25,0.71650236684420454,-0.22164015499600465,3.3306690738754696e-15,1.4155343563970746e-15,5.3625036303609804e-15,3.3306690738754696e-15,3.9690473130349346e-15,4.1198101186700138e-15,0,2.55351295663786e-15,true,0,2.2204460492503131e-16,4.8849813083506888e-15,INCONSISTENT,true,0.009512301589838611
374,0.33499999999999996,0.10000000000000001,2,-1.5,2.5,3.125,3.90625,1.25,1.1339903035639434,2.2280184001535885,3.3306690738754696e-15,2.55351295663786e-15,1.4788904150494909e-14,3.3306690738754696e-15,3.2335245592207684e-15,3.8059766646842215e-14,0,6.8001160258290838e-16,true,0,3.0531133177191805e-15,4.5967400174259025e-15,INCONSISTENT,true,0.0071590818438703376
375,0.33499999999999996,0.10000000000000001,0.40000000000000002,0.69999999999999996,0.34999999999999998,0.61249999999999993,1.0718749999999999,1.75,-7.2325771361364897,3.4190390418706382,3.3306690738754696e-15,4.8572257327350599e-16,5.0196938799499604e-15,3.3306690738754696e-15,7.3552275381416621e-16,4.1907058954885841e-14,0,2.4980018054066022e-16,true,0,6.2450045135165055e-16,2.0070234471361081e-15,INCONSISTENT,true,0.013857287401672296
376,0.33499999999999996,0.10000000000000001,-1.2,0.29999999999999999,1,1.75,3.0625,1.75,-0.1474787431082491,-0.1350926361102302,3.3306690738754696e-15,1.9012569296705806e-15,5.2965900296249317e-15,3.3306690738754696e-15,0,1.1808358394528678e-15,0,1.9012569296705806e-15,true,0,2.3175905639050143e-15,2.6639468498745624e-15,INCONSISTENT,true,0.010100989521639538
377,0.33499999999999996,0.10000000000000001,2,-1.5,2.5,4.375,7.65625,1.75,0.71650236684420454,-0.22164015499600465,3.3306690738754696e-15,1.3877787807814457e-17,1.4113375874265714e-14,3.3306690738754696e-15,6.6613381477509392e-16,1.0660453750117863e-14,0,6.8001160258290838e-16,true,0,4.9960036108132044e-16,6.3640671927207231e-16,INCONSISTENT,true,0.0076021360347570486
378,0.33499999999999996,0.10000000000000001,0.40000000000000002,0.69999999999999996,0.34999999999999998,1.0499999999999998,3.1499999999999999,3,1.1339903035639434,2.2280184001535885,3.3306690738754696e-15,5.9674487573602164e-16,5.1493886505412912e-15,3.3306690738754696e-15,6.5225602696727947e-16,1.2932072993408848e-14,0,5.5511151231257827e-17,true,0,7.0776717819853729e-16,9.7317140694572674e-16,INCONSISTENT,true,0.01535656295261586
379,0.33499999999999996,0.10000000000000001,-1.2,0.29999999999999999,1,3,9,3,-7.2325771361364897,3.4190390418706382,3.3306690738754696e-15,4.9960036108132044e-16,5.7227662470448738e-15,3.3306690738754696e-15,7.3552275381416621e-16,4.9769702052493514e-14,0,1.2351231148954867e-15,true,0,6.9388939039072284e-16,1.5996327316019533e-15,INCONSISTENT,true,0.011193856126130563
380,0.33499999999999996,0.10000000000000001,2,-1.5,2.5,7.5,22.5,3,-0.1474787431082491,-0.1350926361102302,3.3306690738754696e-15,3.0531133177191805e-16,1.4106387324258476e-14,3.3306690738754696e-15,2.7755575615628914e-17,2.9058642859175989e-15,0,2.7755575615628914e-16,true,0,1.4849232954361469e-15,1.2439731841381856e-15,INCONSISTENT,true,0.0084246416494180229
381,0.33499999999999996,0.10000000000000001,0.40000000000000002,0.69999999999999996,0.34999999999999998,2.0999999999999996,12.6,6,0.71650236684420454,-0.22164015499600465,3.3306690738754696e-15,2.0816681711721685e-16,4.8013134726174106e-15,3.3306690738754696e-15,2.4980018054066022e-16,3.5803616730494477e-15,0,4.163336342344337e-17,true,0,5.2735593669694936e-16,2.6763242979343138e-16,INCONSISTENT,true,0.017728689617229128
382,0.33499999999999996,0.10000000000000001,-1.2,0.29999999999999999,1,6,36,6,1.1339903035639434,2.2280184001535885,3.3306690738754696e-15,4.9960036108132044e-16,5.7227662470448738e-15,3.3306690738754696e-15,2.0816681711721685e-16,1.5280799322856756e-14,0,7.0776717819853729e-16,true,0,9.5756735873919752e-16,8.4449781005069675e-16,INCONSISTENT,true,0.012922969904948513
383,0.33499999999999996,0.10000000000000001,2,-1.5,2.5,15,90,6,-7.2325771361364897,3.4190390418706382,3.3306690738754696e-15,6.9388939039072284e-17,1.4113375874265714e-14,3.3306690738754696e-15,1.3877787807814457e-17,1.1374233532693354e-13,0,5.5511151231257827e-17,true,0,1.3045120539345589e-15,1.615746818806591e-15,INCONSISTENT,true,0.0097259951591881048
384,0.33499999999999996,1,0.40000000000000002,0.69999999999999996,0.34999999999999998,0.4375,0.546875,1.25,-0.1474787431082491,-0.1350926361102302,3.3306690738754696e-15,1.9539925233402755e-14,1.162292691274871e-14,3.3306690738754696e-15,1.1768364061026659e-14,7.4220220448565037e-16,0,3.1308289294429414e-14,true,0,1.7985612998927536e-14,1.1738018089618861e-14,INCONSISTENT,true,0.061266787581305576
385,0.33499999999999996,1,-1.2,0.29999999999999999,1,1.25,1.5625,1.25,0.71650236684420454,-0.22164015499600465,3.3306690738754696e-15,7.7715611723760958e-15,7.1959240446778604e-15,3.3306690738754696e-15,8.2156503822261584e-15,5.4840971920226826e-15,0,4.4408920985006262e-16,true,0,8.8817841970012523e-15,9.4200934322743347e-15,INCONSISTENT,true,0.052478501693791715
386,0.33499999999999996,1,2,-1.5,2.5,3.125,3.90625,1.25,1.1339903035639434,2.2280184001535885,3.3306690738754696e-15,1.2212453270876722e-14,1.6215338432221465e-14,3.3306690738754696e-15,1.9872992140790302e-14,5.8486734395626952e-14,0,7.6605388699135801e-15,true,0,1.7097434579227411e-14,8.1603201936364902e-15,INCONSISTENT,true,0.044626966987982623
387,0.33499999999999996,1,0.40000000000000002,0.69999999999999996,0.34999999999999998,0.61249999999999993,1.0718749999999999,1.75,-7.2325771361364897,3.4190390418706382,3.3306690738754696e-15,3.7747582837255322e-15,3.9110747871015174e-15,3.3306690738754696e-15,4.1078251911130792e-15,3.249143127675386e-14,0,3.3306690738754696e-16,true,0,1.4432899320127035e-15,4.4119418985981359e-15,INCONSISTENT,true,0.06505840605858923
388,0.33499999999999996,1,-1.2,0.29999999999999999,1,1.75,3.0625,1.75,-0.1474787431082491,-0.1350926361102302,3.3306690738754696e-15,1.9984014443252818e-15,4.0412728104402654e-15,3.3306690738754696e-15,3.5527136788005009e-15,9.6946057829133563e-16,0,1.5543122344752192e-15,true,0,2.886579864025407e-15,1.6392846225692733e-15,INCONSISTENT,true,0.05572623940844311
