order,damping,switch_scale,dwell_scale,exact_error,theory_bound,bound_utilization,pass
0.7,1.0,0.5,16.0,0.05489325036600042,0.10727198339051944,0.5117202892218717,1
0.7,1.0,2.0,0.0625,1.456858255383778,1.7146233582097652,0.8496666328545067,1
0.7,1.0,2.0,0.25,1.1124168890506674,1.3552150496943038,0.8208415994949255,1
0.7,1.0,2.0,1.0,0.6017309960752925,0.7992239562312763,0.7528940935563823,1
0.7,1.0,2.0,4.0,0.20208142469531104,0.3178805159532431,0.635715039310667,1
0.7,1.0,2.0,16.0,0.0582820523150574,0.10727198339051944,0.5433110349314964,1
0.7,1.0,8.0,0.0625,1.6229408356704618,1.7146233582097652,0.9465290600992227,1
0.7,1.0,8.0,0.25,1.2651827980930586,1.3552150496943038,0.9335660774859651,1
0.7,1.0,8.0,1.0,0.7151677162530188,0.7992239562312763,0.8948276771199115,1
0.7,1.0,8.0,4.0,0.25082088241314093,0.3178805159532431,0.7890413844994326,1
0.7,1.0,8.0,16.0,0.06792568627162712,0.10727198339051944,0.6332099409810139,1
0.7,4.0,0.5,0.0625,0.2982968111245761,0.4286558395526018,0.6958888310862988,1
0.7,4.0,0.5,0.25,0.22363996367765565,0.33880376242363136,0.6600870134317519,1
0.7,4.0,0.5,1.0,0.12057633243586867,0.19980598905781657,0.6034670582420744,1
0.7,4.0,0.5,4.0,0.04319428817528029,0.07947012898830856,0.5435286028242753,1
0.7,4.0,0.5,16.0,0.013723312591485182,0.026817995847637943,0.511720289221161,1
0.7,4.0,2.0,0.0625,0.36421456384610534,0.4286558395526018,0.8496666328545639,1
0.7,4.0,2.0,0.25,0.278104222262724,0.33880376242363136,0.82084159949496,1
0.7,4.0,2.0,1.0,0.15043274901882342,0.19980598905781657,0.7528940935563931,1
0.7,4.0,2.0,4.0,0.050520356173828926,0.07947012898830856,0.6357150393106994,1
0.7,4.0,2.0,16.0,0.014570513078792464,0.026817995847637943,0.5433110349323809,1
0.7,4.0,8.0,0.0625,0.40573520891773757,0.4286558395526018,0.9465290600991532,1
0.7,4.0,8.0,0.25,0.3162956995234906,0.33880376242363136,0.9335660774864795,1
0.7,4.0,8.0,1.0,0.1787919290632488,0.19980598905781657,0.8948276771198932,1
0.7,4.0,8.0,4.0,0.06270522060329155,0.07947012898830856,0.7890413844995341,1
0.7,4.0,8.0,16.0,0.0169814215679278,0.026817995847637943,0.6332099409816068,1
0.9,0.25,0.5,0.0625,5.146685294475102,7.345423647798561,0.7006655492250028,1
0.9,0.25,0.5,0.25,4.1047395060392,5.9631621639366506,0.6883494684855944,1
0.9,0.25,0.5,1.0,1.9863290183647877,3.008528171397088,0.6602328132571165,1
0.9,0.25,0.5,4.0,0.3019158593551326,0.5154849274994496,0.5856928946878955,1
0.9,0.25,0.5,16.0,0.04190276583955946,0.08119231314669229,0.5160927705539394,1
0.9,0.25,2.0,0.0625,6.649593058592708,7.345423647798561,0.9052701896350941,1
0.9,0.25,2.0,0.25,5.344485567196068,5.9631621639366506,0.8962502478161425,1
0.9,0.25,2.0,1.0,2.602581748975205,3.008528171397088,0.8650680999827993,1
