order,damping,morphology_abs,frequencies,relative_error,draws,certifiable,primary_pass_0p02,exploratory_pass_0p05,chain_coverage,disk_true_feasible,max_u_w,max_u_r,max_u_alpha,p95_u_alpha,median_chain_width,median_disk_width_subset
0.5,1.5,1.25299641,1.0-1.4-1.9,0.01,128,128,0,0,1.0,1.0,0.9979748684288628,0.6969932898200527,0.20167633960696857,0.19097951254280973,0.6,0.6
0.7,0.3,1.0198039,0.7-1.0-1.4,0.0001,128,128,128,128,1.0,1.0,0.9996827986285506,0.8711802838199993,0.6289631858141799,0.47495711302785654,0.009180734017627423,0.00892719204476694
0.7,0.3,1.0198039,0.7-1.0-1.4,0.001,128,128,0,0,1.0,1.0,0.9997013293275574,0.7597596604601287,0.6499692212326509,0.48644057856085593,0.09305872839199786,0.09340783370437972
0.7,0.3,1.0198039,0.7-1.0-1.4,0.005,128,128,0,0,1.0,1.0,0.9957887225059935,0.7586160385647941,0.6465785818347255,0.49462691705809364,0.4595733206911971,0.435174003542222
0.7,0.3,1.0198039,0.7-1.0-1.4,0.01,128,128,0,0,1.0,1.0,0.9998799880624913,0.7334272669862277,0.5081428391813354,0.4658578454406803,0.6,0.5908535035153799
0.7,0.3,1.0198039,0.7-1.4-2.6,0.0001,128,128,128,128,1.0,1.0,0.9992854941835182,0.901697790292529,0.6356668882236783,0.5486838326899552,0.002186004475334291,0.0021103755786236467
0.7,0.3,1.0198039,0.7-1.4-2.6,0.001,128,128,128,128,1.0,1.0,0.9983094811203882,0.8855878153755463,0.6001519046179692,0.46916300504760977,0.021918158941275856,0.022164340349119183
0.7,0.3,1.0198039,0.7-1.4-2.6,0.005,128,128,0,0,1.0,1.0,0.9988240906538741,0.8393290136427726,0.6988564178809835,0.4837628345253389,0.1111126799427663,0.1091211539936025
0.7,0.3,1.0198039,0.7-1.4-2.6,0.01,128,128,0,0,1.0,1.0,0.9928229001091181,0.7376114594629598,0.5459018750907558,0.47176419689846005,0.23030876429454533,0.2162382174551592
0.7,0.3,1.0198039,0.7-1.9-2.6,0.0001,128,128,128,128,1.0,1.0,0.9976018959017395,0.8981574551888899,0.7331997029531068,0.5331163053929234,0.0036730052949678904,0.003534513065052425
0.7,0.3,1.0198039,0.7-1.9-2.6,0.001,128,128,0,128,1.0,1.0,0.9990968562836265,0.9053335558284957,0.7734817115106151,0.562991314500782,0.03690050134218853,0.03322273268090936
0.7,0.3,1.0198039,0.7-1.9-2.6,0.005,128,128,0,0,1.0,1.0,0.9965786784362655,0.848423925854714,0.7104413444723101,0.5399340352338341,0.1881568349810553,0.18576317860832575
0.7,0.3,1.0198039,0.7-1.9-2.6,0.01,128,128,0,0,1.0,1.0,0.9964203262493222,0.8857675812150265,0.7497590125491485,0.6075588597248077,0.3765662484898715,0.34936682090856985
0.7,0.3,1.0198039,1.0-1.4-1.9,0.0001,128,128,128,128,1.0,1.0,0.9995515177162819,0.87206510594468,0.6630235013132655,0.5574506802155909,0.010302825025155338,0.009939715662606818
