relative_error,phase1,phase2,phase3,u_r,u_alpha,chain_contains
0.001,1.5707963267948966,1.5707963267948966,4.71238898038469,0.7794041580957097,0.4881582407345358,1
0.001,1.5707963267948966,3.141592653589793,0.0,0.9503545454060346,0.30706982308870046,1
0.001,1.5707963267948966,3.141592653589793,1.5707963267948966,0.5984198259411795,0.08763964583124977,1
0.001,1.5707963267948966,3.141592653589793,3.141592653589793,0.13145477176476553,0.09043860922336273,1
0.001,1.5707963267948966,3.141592653589793,4.71238898038469,0.7497229611293935,0.48548283944232984,1
0.001,1.5707963267948966,4.71238898038469,0.0,0.8555141460447072,0.1211884053857776,1
0.001,1.5707963267948966,4.71238898038469,1.5707963267948966,0.9410360610819096,0.5134510258254165,1
0.001,1.5707963267948966,4.71238898038469,3.141592653589793,0.4852637386955368,0.3366466397235484,1
0.001,1.5707963267948966,4.71238898038469,4.71238898038469,0.2833688901670809,0.05594857179120126,1
0.001,3.141592653589793,0.0,0.0,0.2826624477426297,0.1883129720727073,1
0.001,3.141592653589793,0.0,1.5707963267948966,0.8541551224813709,0.5795172593693875,1
0.001,3.141592653589793,0.0,3.141592653589793,0.9414634415190893,0.4018809963010882,1
0.001,3.141592653589793,0.0,4.71238898038469,0.48625423332008294,0.010341698133979572,1
0.001,3.141592653589793,1.5707963267948966,0.0,0.35489429542659534,0.23980420802402685,1
0.001,3.141592653589793,1.5707963267948966,1.5707963267948966,0.2806000015008962,0.15384557526914583,1
0.001,3.141592653589793,1.5707963267948966,3.141592653589793,0.7392177945374748,0.025067569687688893,1
0.001,3.141592653589793,1.5707963267948966,4.71238898038469,0.7711721050146748,0.41905454488773414,1
0.001,3.141592653589793,3.141592653589793,0.0,0.7788113062478836,0.23733362997404106,1
0.001,3.141592653589793,3.141592653589793,1.5707963267948966,0.4975027159989345,0.15681379419132432,1
0.001,3.141592653589793,3.141592653589793,3.141592653589793,0.1264280749782855,0.021341918050701684,1
0.001,3.141592653589793,3.141592653589793,4.71238898038469,0.6122366100165254,0.4158247415639031,1
0.001,3.141592653589793,4.71238898038469,0.0,0.7477651833605438,0.19057294955116802,1
0.001,3.141592653589793,4.71238898038469,1.5707963267948966,0.9475233462379863,0.5822748969319502,1
0.001,3.141592653589793,4.71238898038469,3.141592653589793,0.5977814897659726,0.4053930180225276,1
0.001,3.141592653589793,4.71238898038469,4.71238898038469,0.13127117845027603,0.013357843900704509,1
0.001,4.71238898038469,0.0,0.0,0.13085537286083831,0.08993112123611098,1
0.001,4.71238898038469,0.0,1.5707963267948966,0.7471500350397358,0.48171721212557556,1
0.001,4.71238898038469,0.0,3.141592653589793,0.9484713371310757,0.303525762036165,1
0.001,4.71238898038469,0.0,4.71238898038469,0.5989598804386904,0.08859628053241377,1
0.001,4.71238898038469,1.5707963267948966,0.0,0.48703038413555616,0.33875675302319236,1
0.001,4.71238898038469,1.5707963267948966,1.5707963267948966,0.28268311802294455,0.055476315849801096,1
0.001,4.71238898038469,1.5707963267948966,3.141592653589793,0.8562725995030087,0.123993565009422,1
0.001,4.71238898038469,1.5707963267948966,4.71238898038469,0.9444770154011918,0.5185647691142155,1
0.001,4.71238898038469,3.141592653589793,0.0,0.7711528732038051,0.33594807373925206,1
0.001,4.71238898038469,3.141592653589793,1.5707963267948966,0.3545924882851386,0.05878127882847035,1
