order,damping,harmonic,triple,nu1,nu2,nu3,common_factor_abs,common_factor_phase,order_error,damping_error,morphology_error,invariant_imag_abs,pass
0.5,2.0,1,1-2-4,1.0,1.4,2.6,3.2,0.63,1.0436096431476471e-14,5.084821452783217e-14,1.0883810255615916e-13,9.864251223490564e-15,1
0.5,2.0,1,1-3-4,1.0,1.9,2.6,1.0,0.0,3.306244167333716e-13,2.0938806244430452e-12,1.1672512336745308e-12,8.817133957008473e-16,1
0.5,2.0,1,1-3-4,1.0,1.9,2.6,3.2,0.63,3.306244167333716e-13,2.0947688028627454e-12,3.7351373055209296e-12,1.453586563491117e-15,1
0.5,2.0,1,2-3-4,1.4,1.9,2.6,1.0,0.0,1.241229341530925e-13,8.466560785791444e-13,4.589169017228942e-13,8.546710793881493e-16,1
0.5,2.0,1,2-3-4,1.4,1.9,2.6,3.2,0.63,1.241229341530925e-13,8.490985692333197e-13,1.4684339558964054e-12,4.0257279690092635e-16,1
0.5,2.0,2,0-1-2,1.4,2.0,2.8,1.0,0.0,1.241229341530925e-13,8.530953721219703e-13,4.676957434381458e-13,6.786387175337874e-16,1
0.5,2.0,2,0-1-2,1.4,2.0,2.8,3.2,0.63,1.241229341530925e-13,8.586464872450961e-13,1.5014882923631684e-12,3.2189049788697956e-16,1
0.5,2.0,2,0-1-3,1.4,2.0,3.8,1.0,0.0,1.0436096431476471e-14,7.549516567451064e-14,4.117131520907843e-14,2.639150568186951e-15,1
0.5,2.0,2,0-1-3,1.4,2.0,3.8,3.2,0.63,1.0436096431476471e-14,8.126832540256146e-14,1.3689423564566416e-13,1.9313429873218774e-15,1
0.5,2.0,2,0-1-4,1.4,2.0,5.2,1.0,0.0,1.0436096431476471e-14,7.549516567451064e-14,4.117131520907843e-14,1.2064688311711775e-15,1
0.5,2.0,2,0-1-4,1.4,2.0,5.2,3.2,0.63,1.0436096431476471e-14,8.126832540256146e-14,1.3689423564566416e-13,4.291873305159728e-16,1
0.5,2.0,2,0-2-3,1.4,2.8,3.8,1.0,0.0,3.306244167333716e-13,2.4416024757556443e-12,1.3094837726622543e-12,7.10796475269335e-16,1
0.5,2.0,2,0-2-3,1.4,2.8,3.8,3.2,0.63,3.306244167333716e-13,2.439382029706394e-12,4.187479339290244e-12,1.2137165939308727e-15,1
0.5,2.0,2,0-2-4,1.4,2.8,5.2,1.0,0.0,1.0325074129013956e-13,7.625011733125575e-13,4.088529957452132e-13,1.42159295053867e-16,1
0.5,2.0,2,0-2-4,1.4,2.8,5.2,3.2,0.63,1.241229341530925e-13,9.181544413650045e-13,1.574892180262602e-12,6.068582969654364e-16,1
0.5,2.0,2,0-3-4,1.4,3.8,5.2,1.0,0.0,3.306244167333716e-13,2.604139126560767e-12,1.3732078595332728e-12,7.502530230153387e-16,1
0.5,2.0,2,0-3-4,1.4,3.8,5.2,3.2,0.63,3.306244167333716e-13,2.6010305020918167e-12,4.39135560538312e-12,7.764184266802651e-16,1
0.5,2.0,2,1-2-3,2.0,2.8,3.8,1.0,0.0,1.241229341530925e-13,9.78106484694763e-13,5.126792109739871e-13,1.0755863763535122e-15,1
0.5,2.0,2,1-2-3,2.0,2.8,3.8,3.2,0.63,1.241229341530925e-13,9.772183062750628e-13,1.6408058460495706e-12,2.295764467408853e-15,1
0.5,2.0,2,1-2-4,2.0,2.8,5.2,1.0,0.0,1.0436096431476471e-14,7.72715225139109e-14,4.119810118670014e-14,1.0083622278314177e-15,1
0.5,2.0,2,1-2-4,2.0,2.8,5.2,3.2,0.63,1.0436096431476471e-14,7.593925488436071e-14,1.3151190408673305e-13,1.339195939321831e-15,1
0.5,2.0,2,1-3-4,2.0,3.8,5.2,1.0,0.0,3.306244167333716e-13,2.7782220968219917e-12,1.4312027932319398e-12,1.3019427059582113e-15,1
0.5,2.0,2,1-3-4,2.0,3.8,5.2,3.2,0.63,3.306244167333716e-13,2.7768898291924415e-12,4.57820294455318e-12,1.2041927483302978e-15,1
0.5,2.0,2,2-3-4,2.8,3.8,5.2,1.0,0.0,1.241229341530925e-13,1.1088907569956064e-12,5.578780996418661e-13,3.155029693402686e-15,1
0.5,2.0,2,2-3-4,2.8,3.8,5.2,3.2,0.63,1.241229341530925e-13,1.113997782908882e-12,1.7890776350397085e-12,3.591569013503679e-15,1
0.7,0.2,1,0-1-2,0.7,1.0,1.4,1.0,0.0,1.0746958878371515e-13,8.804068585277491e-14,2.2024394837561873e-13,4.0209712232111326e-16,1
0.7,0.2,1,0-1-2,0.7,1.0,1.4,3.2,0.63,1.0746958878371515e-13,8.809619700400617e-14,7.033276793540704e-13,2.9614788509799124e-16,1
0.7,0.2,1,0-1-3,0.7,1.0,1.9,1.0,0.0,6.217248937900877e-15,5.6066262743570405e-15,1.3202583669369839e-14,6.031456834816699e-16,1
0.7,0.2,1,0-1-3,0.7,1.0,1.9,3.2,0.63,6.217248937900877e-15,5.495603971894525e-15,4.340503492561757e-14,5.922957701959825e-16,1
0.7,0.2,1,0-1-4,0.7,1.0,2.6,1.0,0.0,6.217248937900877e-15,5.6066262743570405e-15,1.3202583669369839e-14,4.0209712232111326e-16,1
0.7,0.2,1,0-1-4,0.7,1.0,2.6,3.2,0.63,6.217248937900877e-15,5.495603971894525e-15,4.340503492561757e-14,1.3820234637906258e-15,1
0.7,0.2,1,0-2-3,0.7,1.4,1.9,1.0,0.0,1.0746958878371515e-13,9.903189379656396e-14,2.337197728627458e-13,9.130171799298165e-17,1
0.7,0.2,1,0-2-3,0.7,1.4,1.9,3.2,0.63,1.0746958878371515e-13,9.9253938401489e-14,7.469977855982843e-13,0.0,1
0.7,0.2,1,0-2-4,0.7,1.4,2.6,1.0,0.0,6.217248937900877e-15,6.439293542825908e-15,1.3872124514841322e-14,3.652068719719266e-16,1
0.7,0.2,1,0-2-4,0.7,1.4,2.6,3.2,0.63,1.0746958878371515e-13,9.9253938401489e-14,7.469977855982843e-13,1.7931860530512423e-16,1
0.7,0.2,1,0-3-4,0.7,1.9,2.6,1.0,0.0,1.0746958878371515e-13,1.1013412404281553e-13,2.479421338142019e-13,1.1272015245737112e-16,1
0.7,0.2,1,0-3-4,0.7,1.9,2.6,3.2,0.63,1.0746958878371515e-13,1.1063372440389685e-13,7.937862019292523e-13,1.1069244354191959e-16,1
0.7,0.2,1,1-2-3,1.0,1.4,1.9,1.0,0.0,1.0746958878371515e-13,1.1191048088221578e-13,2.457049739041868e-13,1.672583785024918e-16,1
0.7,0.2,1,1-2-3,1.0,1.4,1.9,3.2,0.63,1.0746958878371515e-13,1.1229905894083458e-13,7.855720969915377e-13,0.0,1
0.7,0.2,1,1-2-4,1.0,1.4,2.6,1.0,0.0,6.217248937900877e-15,7.355227538141662e-15,1.4545219296763384e-14,6.690335140099672e-16,1
0.7,0.2,1,1-2-4,1.0,1.4,2.6,3.2,0.63,6.217248937900877e-15,6.855627177060342e-15,4.663148169682923e-14,3.284991763349835e-16,1
0.7,0.2,1,1-3-4,1.0,1.9,2.6,1.0,0.0,1.0746958878371515e-13,1.2448375663609568e-13,2.5988436380800594e-13,1.5662769899086252e-16,1
0.7,0.2,1,1-3-4,1.0,1.9,2.6,3.2,0.63,1.0746958878371515e-13,1.2501111257279263e-13,8.319502589877628e-13,1.5381014263801302e-16,1
0.7,0.2,1,2-3-4,1.4,1.9,2.6,1.0,0.0,1.0746958878371515e-13,1.397770788003072e-13,2.7270232577788967e-13,2.9453520361784645e-16,1
0.7,0.2,1,2-3-4,1.4,1.9,2.6,3.2,0.63,1.0746958878371515e-13,1.4038770146385104e-13,8.74315568670047e-13,2.89236846178913e-16,1
0.7,0.2,2,0-1-2,1.4,2.0,2.8,1.0,0.0,1.0746958878371515e-13,1.4163670236655435e-13,2.773060657090104e-13,4.653540438987481e-16,1
0.7,0.2,2,0-1-2,1.4,2.0,2.8,3.2,0.63,1.0746958878371515e-13,1.4160894679093872e-13,8.894622419303791e-13,4.748301448108807e-16,1
0.7,0.2,2,0-1-3,1.4,2.0,3.8,1.0,0.0,6.217248937900877e-15,7.882583474838611e-15,1.5927444624756564e-14,1.3960621316962445e-15,1
0.7,0.2,2,0-1-3,1.4,2.0,3.8,3.2,0.63,6.217248937900877e-15,7.91033905045424e-15,4.9093454560424816e-14,1.0762816615713296e-15,1
0.7,0.2,2,0-1-4,1.4,2.0,5.2,1.0,0.0,6.217248937900877e-15,7.882583474838611e-15,1.5927444624756564e-14,9.307080877974963e-16,1
0.7,0.2,2,0-1-4,1.4,2.0,5.2,3.2,0.63,6.217248937900877e-15,7.91033905045424e-15,4.9093454560424816e-14,1.0129709755965455e-15,1
0.7,0.2,2,0-2-3,1.4,2.8,3.8,1.0,0.0,1.0746958878371515e-13,1.57818202950466e-13,2.947447259934719e-13,3.169952331740889e-16,1
0.7,0.2,2,0-2-3,1.4,2.8,3.8,3.2,0.63,1.0746958878371515e-13,1.57818202950466e-13,9.430267570618855e-13,1.150045414589318e-16,1
0.7,0.2,2,0-2-4,1.4,2.8,5.2,1.0,0.0,1.0746958878371515e-13,1.57818202950466e-13,2.947447259934719e-13,2.1133015544939258e-16,1
0.7,0.2,2,0-2-4,1.4,2.8,5.2,3.2,0.63,1.0746958878371515e-13,1.57818202950466e-13,9.430267570618855e-13,5.75022707294659e-17,1
0.7,0.2,2,0-3-4,1.4,3.8,5.2,1.0,0.0,1.0746958878371515e-13,1.7219559111936178e-13,3.1064931013484486e-13,3.913590214632092e-16,1
0.7,0.2,2,0-3-4,1.4,3.8,5.2,3.2,0.63,1.0746958878371515e-13,1.7280621378290562e-13,9.947599291911911e-13,1.7747926506072608e-16,1
0.7,0.2,2,1-2-3,2.0,2.8,3.8,1.0,0.0,1.0746958878371515e-13,1.773026170326375e-13,3.0933202883747687e-13,3.8714210319527674e-16,1
0.7,0.2,2,1-2-3,2.0,2.8,3.8,3.2,0.63,1.0746958878371515e-13,1.7752466163756253e-13,9.889915559035647e-13,5.2670074418320796e-17,1
0.7,0.2,2,1-2-4,2.0,2.8,5.2,1.0,0.0,6.217248937900877e-15,9.825473767932635e-15,1.701731440074746e-14,7.742842063905535e-16,1
0.7,0.2,2,1-2-4,2.0,2.8,5.2,3.2,0.63,6.217248937900877e-15,9.686695889854491e-15,5.641506290091479e-14,7.373810418564911e-16,1
0.7,0.2,2,1-3-4,2.0,3.8,5.2,1.0,0.0,1.0746958878371515e-13,1.9281798380177406e-13,3.2410013436316293e-13,5.438039398880317e-16,1
0.7,0.2,2,1-3-4,2.0,3.8,5.2,3.2,0.63,1.0746958878371515e-13,1.9406698470447736e-13,1.0373687494216733e-12,3.20595907552847e-16,1
0.7,0.2,2,2-3-4,2.8,3.8,5.2,1.0,0.0,1.0746958878371515e-13,2.126354647913331e-13,3.370444243533185e-13,1.3634830041349835e-15,1
0.7,0.2,2,2-3-4,2.8,3.8,5.2,3.2,0.63,1.0746958878371515e-13,2.1510571102112408e-13,1.0806918221295437e-12,6.492490159585799e-16,1
0.7,0.2,1,0-1-2,0.7,1.0,1.4,1.0,0.0,1.0746958878371515e-13,8.806844142839054e-14,2.7068906266508094e-13,3.8967891102148795e-16,1
0.7,0.2,1,0-1-2,0.7,1.0,1.4,3.2,0.63,1.0746958878371515e-13,8.817946373085306e-14,8.641453415747466e-13,6.293394361440135e-17,1
0.7,0.2,1,0-1-3,0.7,1.0,1.9,1.0,0.0,6.217248937900877e-15,5.495603971894525e-15,1.6068728482370732e-14,5.19571881361984e-16,1
0.7,0.2,1,0-1-3,0.7,1.0,1.9,3.2,0.63,6.217248937900877e-15,5.523359547510154e-15,5.353071303667947e-14,2.9893623216840643e-16,1
0.7,0.2,1,0-1-4,0.7,1.0,2.6,1.0,0.0,6.217248937900877e-15,5.495603971894525e-15,1.6068728482370732e-14,5.19571881361984e-16,1
0.7,0.2,1,0-1-4,0.7,1.0,2.6,3.2,0.63,6.217248937900877e-15,5.523359547510154e-15,5.353071303667947e-14,1.0069430978304217e-15,1
0.7,0.2,1,0-2-3,0.7,1.4,1.9,1.0,0.0,3.4727776210274897e-13,3.2268632210730175e-13,9.298926104748493e-13,1.1797598827705886e-16,1
0.7,0.2,1,0-2-3,0.7,1.4,1.9,3.2,0.63,1.0746958878371515e-13,9.975353876257032e-14,9.188354925067693e-13,1.8577030048286292e-16,1
0.7,0.2,1,0-2-4,0.7,1.4,2.6,1.0,0.0,6.217248937900877e-15,6.689093723366568e-15,1.7448877659046678e-14,4.719039531082354e-16,1
0.7,0.2,1,0-2-4,0.7,1.4,2.6,3.2,0.63,1.0746958878371515e-13,9.975353876257032e-14,9.188354925067693e-13,5.144408321063896e-16,1
0.7,0.2,1,0-3-4,0.7,1.9,2.6,1.0,0.0,1.0746958878371515e-13,1.1041167979897182e-13,3.051368759854131e-13,2.9130385883694654e-16,1
0.7,0.2,1,0-3-4,0.7,1.9,2.6,3.2,0.63,1.0746958878371515e-13,1.1074474670635936e-13,9.754532461991119e-13,1.499596696019048e-16,1
0.7,0.2,1,1-2-3,1.0,1.4,1.9,1.0,0.0,1.0746958878371515e-13,1.1113332476497817e-13,3.0102771430202576e-13,4.3224756193452293e-16,1
0.7,0.2,1,1-2-3,1.0,1.4,1.9,3.2,0.63,1.0746958878371515e-13,1.1315948178491908e-13,9.67071120448838e-13,3.6649655738217787e-16,1
0.7,0.2,1,1-2-4,1.0,1.4,2.6,1.0,0.0,6.217248937900877e-15,7.993605777301127e-15,1.8637202508158963e-14,1.7289902477380917e-15,1
0.7,0.2,1,1-2-4,1.0,1.4,2.6,3.2,0.63,6.217248937900877e-15,6.050715484207103e-15,5.6005002124500625e-14,1.0209546955646383e-15,1
0.7,0.2,1,1-3-4,1.0,1.9,2.6,1.0,0.0,1.0746958878371515e-13,1.2481682354348322e-13,3.1970130344171535e-13,4.047745866387562e-16,1
0.7,0.2,1,1-3-4,1.0,1.9,2.6,3.2,0.63,1.0746958878371515e-13,1.2520540160210203e-13,1.0224305382045834e-12,1.8385854243080956e-16,1
0.7,0.2,1,2-3-4,1.4,1.9,2.6,1.0,0.0,1.0746958878371515e-13,1.414979244884762e-13,3.3697893357498547e-13,5.708777856491927e-16,1
0.7,0.2,1,2-3-4,1.4,1.9,2.6,3.2,0.63,1.0746958878371515e-13,1.3994361225400098e-13,1.072828747124466e-12,1.4982164213786905e-16,1
0.7,0.2,2,0-1-2,1.4,2.0,2.8,1.0,0.0,1.0746958878371515e-13,1.4210854715202004e-13,3.414327154472786e-13,0.0,1
0.7,0.2,2,0-1-2,1.4,2.0,2.8,3.2,0.63,1.0746958878371515e-13,1.4171996909340123e-13,1.0910265318714033e-12,3.8567228013462685e-16,1
0.7,0.2,2,0-1-3,1.4,2.0,3.8,1.0,0.0,6.217248937900877e-15,7.549516567451064e-15,1.9014655915260445e-14,3.526703844453302e-16,1
0.7,0.2,2,0-1-3,1.4,2.0,3.8,3.2,0.63,6.217248937900877e-15,7.91033905045424e-15,6.284019239401369e-14,3.8567228013462685e-16,1
0.7,0.2,2,0-1-4,1.4,2.0,5.2,1.0,0.0,6.217248937900877e-15,7.549516567451064e-15,1.9014655915260445e-14,3.526703844453302e-16,1
0.7,0.2,2,0-1-4,1.4,2.0,5.2,3.2,0.63,6.217248937900877e-15,7.91033905045424e-15,6.284019239401369e-14,1.5426891205385073e-16,1
0.7,0.2,2,0-2-3,1.4,2.8,3.8,1.0,0.0,1.0746958878371515e-13,1.5826229216031606e-13,3.6244952727502933e-13,8.007869292680401e-17,1
0.7,0.2,2,0-2-3,1.4,2.8,3.8,3.2,0.63,1.0746958878371515e-13,1.579014696773129e-13,1.159456035263312e-12,1.0508667623970113e-16,1
0.7,0.2,2,0-2-4,1.4,2.8,5.2,1.0,0.0,1.0746958878371515e-13,1.5826229216031606e-13,3.6244952727502933e-13,0.0,1
0.7,0.2,2,0-2-4,1.4,2.8,5.2,3.2,0.63,1.0746958878371515e-13,1.579014696773129e-13,1.159456035263312e-12,4.904044891186052e-16,1
0.7,0.2,2,0-3-4,1.4,3.8,5.2,1.0,0.0,1.0746958878371515e-13,1.7280621378290562e-13,3.8163551105436356e-13,0.0,1
0.7,0.2,2,0-3-4,1.4,3.8,5.2,3.2,0.63,1.0746958878371515e-13,1.726951914804431e-13,1.2222951871774896e-12,2.162315311505247e-16,1
0.7,0.2,2,1-2-3,2.0,2.8,3.8,1.0,0.0,1.0746958878371515e-13,1.7813528430110637e-13,3.804376470842033e-13,1.4669857945680483e-16,1
0.7,0.2,2,1-2-3,2.0,2.8,3.8,3.2,0.63,1.0746958878371515e-13,1.7752466163756253e-13,1.2175155195538185e-12,3.2085243404035883e-16,1
0.7,0.2,2,1-2-4,2.0,2.8,5.2,1.0,0.0,6.217248937900877e-15,8.826273045769994e-15,2.0526819797552004e-14,0.0,1
0.7,0.2,2,1-2-4,2.0,2.8,5.2,3.2,0.63,6.217248937900877e-15,9.547918011776346e-15,6.656599510731003e-14,1.2834097361614353e-15,1
0.7,0.2,2,1-3-4,2.0,3.8,5.2,1.0,0.0,1.0746958878371515e-13,1.9376167337270545e-13,3.978315781852271e-13,1.373746484407368e-16,1
0.7,0.2,2,1-3-4,2.0,3.8,5.2,3.2,0.63,1.0746958878371515e-13,1.9376167337270545e-13,1.2751610081014414e-12,3.004595578965877e-16,1
0.7,0.2,2,2-3-4,2.8,3.8,5.2,1.0,0.0,1.0746958878371515e-13,2.137734433915739e-13,4.134397800202165e-13,3.874953502264907e-16,1
0.7,0.2,2,2-3-4,2.8,3.8,5.2,3.2,0.63,1.0746958878371515e-13,2.1443957720634899e-13,1.3261598553865666e-12,3.955056630718527e-16,1
0.7,0.8,1,0-1-2,0.7,1.0,1.4,1.0,0.0,1.0746958878371515e-13,1.6986412276764895e-13,2.2109601817941316e-13,0.0,1
0.7,0.8,1,0-1-2,0.7,1.0,1.4,3.2,0.63,1.0746958878371515e-13,1.674216321134736e-13,7.051970256828821e-13,2.961478850979912e-16,1
0.7,0.8,1,0-1-3,0.7,1.0,1.9,1.0,0.0,6.217248937900877e-15,9.658940314238862e-15,1.2263944856731645e-14,2.0104856116055683e-16,1
0.7,0.8,1,0-1-3,0.7,1.0,1.9,3.2,0.63,6.217248937900877e-15,1.2212453270876722e-14,4.220950549866292e-14,1.5794553871892863e-15,1
0.7,0.8,1,0-1-4,0.7,1.0,2.6,1.0,0.0,6.217248937900877e-15,9.658940314238862e-15,1.2263944856731645e-14,1.206291366963341e-15,1
0.7,0.8,1,0-1-4,0.7,1.0,2.6,3.2,0.63,6.217248937900877e-15,1.2212453270876722e-14,4.220950549866292e-14,3.1589107743785726e-15,1
0.7,0.8,1,0-2-3,0.7,1.4,1.9,1.0,0.0,1.0746958878371515e-13,1.9229062786507711e-13,2.3404491480130425e-13,1.826034359859633e-16,1
0.7,0.8,1,0-2-3,0.7,1.4,1.9,3.2,0.63,3.4727776210274897e-13,6.254996520738132e-13,2.4216292520127776e-12,5.379558159153723e-16,1
0.7,0.8,1,0-2-4,0.7,1.4,2.6,1.0,0.0,1.0746958878371515e-13,1.9229062786507711e-13,2.3404491480130425e-13,7.304137439438532e-16,1
0.7,0.8,1,0-2-4,0.7,1.4,2.6,3.2,0.63,6.217248937900877e-15,1.3766765505351941e-14,4.5760586457225126e-14,1.0759116318307447e-15,1
0.7,0.8,1,0-3-4,0.7,1.9,2.6,1.0,0.0,1.0746958878371515e-13,2.1549428907974288e-13,2.482633716386145e-13,2.254403049147423e-16,1
0.7,0.8,1,0-3-4,0.7,1.9,2.6,3.2,0.63,1.0746958878371515e-13,2.148281552649678e-13,7.933950471491858e-13,2.2138488708383908e-16,1
0.7,0.8,1,1-2-3,1.0,1.4,1.9,1.0,0.0,1.0746958878371515e-13,2.1405099914773018e-13,2.452857455535825e-13,3.345167570049834e-16,1
0.7,0.8,1,1-2-3,1.0,1.4,1.9,3.2,0.63,1.0746958878371515e-13,2.1360690993788012e-13,7.839382182187795e-13,8.212479408374579e-16,1
0.7,0.8,1,1-2-4,1.0,1.4,2.6,1.0,0.0,6.217248937900877e-15,1.4654943925052066e-14,1.4933660417603134e-14,1.3380670280199337e-15,1
0.7,0.8,1,1-2-4,1.0,1.4,2.6,3.2,0.63,6.217248937900877e-15,1.4876988529977098e-14,4.850543938386362e-14,1.8067454698424073e-15,1
0.7,0.8,1,1-3-4,1.0,1.9,2.6,1.0,0.0,1.0746958878371515e-13,2.389199948993337e-13,2.5988436380800594e-13,4.698830969725875e-16,1
0.7,0.8,1,1-3-4,1.0,1.9,2.6,3.2,0.63,1.0746958878371515e-13,2.391420395042587e-13,8.310362781976916e-13,1.5381014263801297e-16,1
0.7,0.8,1,2-3-4,1.4,1.9,2.6,1.0,0.0,1.0746958878371515e-13,2.6489921367556235e-13,2.731349931600541e-13,5.890704072356933e-16,1
0.7,0.8,1,2-3-4,1.4,1.9,2.6,3.2,0.63,1.0746958878371515e-13,2.6689761511988763e-13,8.753710281920176e-13,2.1692763463418487e-16,1
0.7,0.8,2,0-1-2,1.4,2.0,2.8,1.0,0.0,1.0746958878371515e-13,2.672306820272752e-13,2.782956883064289e-13,6.980310658481231e-16,1
0.7,0.8,2,0-1-2,1.4,2.0,2.8,3.2,0.63,1.0746958878371515e-13,2.6711965972481266e-13,8.881901047205944e-13,2.848980868865282e-16,1
0.7,0.8,2,0-1-3,1.4,2.0,3.8,1.0,0.0,6.217248937900877e-15,1.509903313490213e-14,1.5041780758231436e-14,2.0940931975443694e-15,1
0.7,0.8,2,0-1-3,1.4,2.0,3.8,3.2,0.63,6.217248937900877e-15,1.554312234475219e-14,5.122641702498522e-14,3.798641158487043e-16,1
0.7,0.8,2,0-1-4,1.4,2.0,5.2,1.0,0.0,6.217248937900877e-15,1.509903313490213e-14,1.5041780758231436e-14,3.257478307291241e-15,1
0.7,0.8,2,0-1-4,1.4,2.0,5.2,3.2,0.63,6.217248937900877e-15,1.554312234475219e-14,5.122641702498522e-14,1.0129709755965449e-15,1
0.7,0.8,2,0-2-3,1.4,2.8,3.8,1.0,0.0,1.0746958878371515e-13,2.9598545836506673e-13,2.949289232795835e-13,4.2266031089878526e-16,1
0.7,0.8,2,0-2-3,1.4,2.8,3.8,3.2,0.63,1.0746958878371515e-13,2.956523914576792e-13,9.417038397141033e-13,5.750227072946589e-17,1
0.7,0.8,2,0-2-4,1.4,2.8,5.2,1.0,0.0,1.0746958878371515e-13,2.9598545836506673e-13,2.949289232795835e-13,8.453206217975705e-16,1
0.7,0.8,2,0-2-4,1.4,2.8,5.2,3.2,0.63,1.0746958878371515e-13,2.956523914576792e-13,9.417038397141033e-13,1.7250681218839767e-16,1
0.7,0.8,2,0-3-4,1.4,3.8,5.2,1.0,0.0,1.0746958878371515e-13,3.218536548388329e-13,3.105146980624098e-13,1.3045300715440303e-16,1
0.7,0.8,2,0-3-4,1.4,3.8,5.2,3.2,0.63,1.0746958878371515e-13,3.22519788653608e-13,9.94315765647122e-13,1.4198341204858085e-16,1
0.7,0.8,2,1-2-3,2.0,2.8,3.8,1.0,0.0,1.0746958878371515e-13,3.260725023324085e-13,3.091971123581061e-13,5.807131547929149e-16,1
0.7,0.8,2,1-2-3,2.0,2.8,3.8,3.2,0.63,1.0746958878371515e-13,3.260725023324085e-13,9.889915559035647e-13,2.1068029767328318e-16,1
0.7,0.8,2,1-2-4,2.0,2.8,5.2,1.0,0.0,6.217248937900877e-15,1.787459069646502e-14,1.7153933764564952e-14,1.1614263095858298e-15,1
0.7,0.8,2,1-2-4,2.0,2.8,5.2,3.2,0.63,6.217248937900877e-15,1.7985612998927536e-14,5.641506290091479e-14,0.0,1
0.7,0.8,2,1-3-4,2.0,3.8,5.2,1.0,0.0,1.0746958878371515e-13,3.5227376571356217e-13,3.2357259110537533e-13,1.812679799626771e-16,1
0.7,0.8,2,1-3-4,2.0,3.8,5.2,3.2,0.63,1.0746958878371515e-13,3.531619441332623e-13,1.0373562020187732e-12,1.4796734194746785e-16,1
0.7,0.8,2,2-3-4,2.8,3.8,5.2,1.0,0.0,1.0746958878371515e-13,3.8191672047105385e-13,3.364781083726456e-13,1.7043537551687272e-16,1
0.7,0.8,2,2-3-4,2.8,3.8,5.2,3.2,0.63,1.0746958878371515e-13,3.8347103270552907e-13,1.081578723569517e-12,4.173743674019443e-16,1
0.7,0.8,1,0-1-2,0.7,1.0,1.4,1.0,0.0,1.0746958878371515e-13,1.7008616737257398e-13,2.7128201351686496e-13,1.298929703404961e-16,1
0.7,0.8,1,0-1-2,0.7,1.0,1.4,3.2,0.63,1.0746958878371515e-13,1.674216321134736e-13,8.661103635604634e-13,1.384546759516829e-15,1
0.7,0.8,1,0-1-3,0.7,1.0,1.9,1.0,0.0,6.217248937900877e-15,9.43689570931383e-15,1.551454748632912e-14,2.597859406809922e-16,1
0.7,0.8,1,0-1-3,0.7,1.0,1.9,3.2,0.63,6.217248937900877e-15,1.2101430968414206e-14,5.1610446135306005e-14,1.5104146467456316e-15,1
0.7,0.8,1,0-1-4,0.7,1.0,2.6,1.0,0.0,6.217248937900877e-15,9.43689570931383e-15,1.551454748632912e-14,1.0391437627239687e-15,1
0.7,0.8,1,0-1-4,0.7,1.0,2.6,3.2,0.63,6.217248937900877e-15,1.2101430968414206e-14,5.1610446135306005e-14,3.776036616864079e-15,1
0.7,0.8,1,0-2-3,0.7,1.4,1.9,1.0,0.0,1.0746958878371515e-13,1.929567616798522e-13,2.872557850871866e-13,2.3595197655411787e-16,1
0.7,0.8,1,0-2-3,0.7,1.4,1.9,3.2,0.63,1.0746958878371515e-13,1.9229062786507711e-13,9.191755472411814e-13,3.2867053162352665e-16,1
0.7,0.8,1,0-2-4,0.7,1.4,2.6,1.0,0.0,6.217248937900877e-15,1.1324274851176597e-14,1.685675423238226e-14,2.3595197655411787e-16,1
0.7,0.8,1,0-2-4,0.7,1.4,2.6,3.2,0.63,1.0746958878371515e-13,1.9229062786507711e-13,9.191755472411814e-13,2.1435034671099563e-16,1
0.7,0.8,1,0-3-4,0.7,1.9,2.6,1.0,0.0,1.0746958878371515e-13,2.16382467499443e-13,3.0537618209509174e-13,4.369557882554199e-16,1
0.7,0.8,1,0-3-4,0.7,1.9,2.6,3.2,0.63,1.0746958878371515e-13,2.1516122217235534e-13,9.753932227464811e-13,4.3223669473490187e-16,1
0.7,0.8,1,1-2-3,1.0,1.4,1.9,1.0,0.0,1.0746958878371515e-13,2.1538326677728037e-13,3.014762327974575e-13,4.322475619345232e-16,1
0.7,0.8,1,1-2-3,1.0,1.4,1.9,3.2,0.63,1.0746958878371515e-13,2.170486013142181e-13,9.66998849903415e-13,1.191113811492078e-15,1
0.7,0.8,1,1-2-4,1.0,1.4,2.6,1.0,0.0,6.217248937900877e-15,1.3100631690576847e-14,1.8151042986411803e-14,2.161237809672616e-16,1
0.7,0.8,1,1-2-4,1.0,1.4,2.6,3.2,0.63,6.217248937900877e-15,1.1657341758564144e-14,5.657781934616371e-14,9.685980445100414e-16,1
0.7,0.8,1,1-3-4,1.0,1.9,2.6,1.0,0.0,1.0746958878371515e-13,2.398081733190338e-13,3.197770927758839e-13,5.059682332984451e-16,1
0.7,0.8,1,1-3-4,1.0,1.9,2.6,3.2,0.63,1.0746958878371515e-13,2.3947510641164627e-13,1.0221337118489765e-12,4.902894464821586e-16,1
0.7,0.8,1,2-3-4,1.4,1.9,2.6,1.0,0.0,1.0746958878371515e-13,2.652322805829499e-13,3.360603099725814e-13,1.3320481665147821e-15,1
0.7,0.8,1,2-3-4,1.4,1.9,2.6,3.2,0.63,1.0746958878371515e-13,2.6278978992877455e-13,1.0720123121300803e-12,1.5443153881903413e-15,1
0.7,0.8,2,0-1-2,1.4,2.0,2.8,1.0,0.0,1.0746958878371515e-13,2.6645352591003757e-13,3.4057127744209285e-13,7.053407688906599e-16,1
